Recipe Name,Ingredients,Link
hyderabadi shahi mixed vegetable curry recipe,"baby potatoes, green peas ,carrot , beans, red bell pepper  capsicum , yellow bell pepper  capsicum , sultana raisins, tomato, onion, garlic, ginger, red chilli powder, turmeric powder , garam masala powder, coriander powder , cumin powder , bay leaf , cashew nuts, fresh cream, coriander leaves, salt, oil",https://www.archanaskitchen.com/hyderabadi-shahi-mixed-vegetable-curry-recipe
gobi and soya keema recipe,"cauliflower  , soy chunks  nuggets , baby potatoes, green peas , onion, green chilli, ginger, garlic, salt, ghee, red chilli powder, garam masala powder, turmeric powder , coriander powder , bay leaf , coriander leaves, lemon juice",https://www.archanaskitchen.com/gobi-and-soya-keema
plain dalia recipe  how to cook broken wheat in pressure cooker,"broken wheat  dalia  godumai rava , water",https://www.archanaskitchen.com/plain-dalia-recipe-how-to-cook-broken-wheat-in-pressure-cooker
akoori with green peas recipe  parsi style scrambled eggs with green peas,"eggs, green peas , onions, tomatoes, green chilli, ginger garlic paste, turmeric powder , curry powder, red chilli powder, coriander leaves, oil, lemon juice, ginger, salt",https://www.archanaskitchen.com/akoori-with-green-peas-recipe-parsi-style-scrambled-eggs-with-green-peas
karwar style dali ambat ani maska sang recipe toor dal   drumsticks pod curry,"toor dal , coriander seeds, dry red chilli, fresh coconut, drumstick, jaggery, kokum  malabar tamarind , salt",https://www.archanaskitchen.com/karwar-style-dali-ambat-ani-maska-sang-recipe-toor-dal-and-drumsticks-pod-curry-recipe
soya chunks masala in coconut milk recipe,"soy chunks  nuggets , tomatoes, onion, green chilli, garlic, cumin seeds , curry leaves, turmeric powder , red chilli powder, coriander powder , curry powder, coconut milk, oil, salt",https://www.archanaskitchen.com/soya-chunks-masala-in-coconut-milk-recipe
soft and crispy cheese stuffed puff sticks recipe,"cheddar cheese, mozzarella cheese, extra virgin olive oil, basil leaves, puff pastry sheet, all purpose flour",https://www.archanaskitchen.com/soft-and-crispy-cheese-stuffed-puff-sticks-recipe
chettinad kathirikai chops recipe   brinjal curry for biryani," eggplant , turmeric powder , garam masala powder, red chilli powder, jaggery, tamarind paste, tomatoes, salt, black sesame seeds, raw peanuts , cumin seeds , ginger, garlic, onions, green chilli, gingelly oil, mustard seeds , asafoetida , curry leaves",https://www.archanaskitchen.com/chettinad-kathirikai-chops-recipe-brinjal-curry-for-biryanis
creamy spinach basil pasta recipe,"spinach leaves , basil leaves, onion, garlic, pasta  fusilli, extra virgin olive oil, red chilli flakes, fresh cream, cheddar cheese, salt",https://www.archanaskitchen.com/fusilli-in-spinach-basil-sauce-recipe
bengaluru style brinjal gravy recipe   for biryani,"eggplant , tomatoes, onions, ginger garlic paste, tamarind, mustard seeds , whole black peppercorns, jaggery, turmeric powder , red chilli powder, oil, salt, coriander leaves",https://www.archanaskitchen.com/bengaluru-style-brinjal-gravy-recipe-for-biryani
coriander tamarind millet rice recipe,"foxtail millet, green chilli, dry red chilli, curry leaves, garlic, coriander leaves, cumin powder , mustard seeds ,  urad dal , bengal gram dal , raw peanuts , asafoetida , turmeric powder , tamarind, oil, salt",https://www.archanaskitchen.com/coriander-tamarind-millet-rice-recipe
suran kebab masala recipe   yam in tomato onion gravy,"elephant yam , kebab masala, onions, tomato puree, garlic, ginger, green chilli, red chilli powder, turmeric powder , coriander powder , cumin powder , garam masala powder, curd , oil, salt",https://www.archanaskitchen.com/suran-kebab-masala-recipe-yam-in-tomato-onion-gravy
healthy multigrain dinner rolls recipe,"whole wheat flour, oats flour, all purpose flour , salt, active dry yeast, milk, lukewarm water, honey, extra virgin olive oil, eggs, sesame seeds",https://www.archanaskitchen.com/healthy-multigrain-dinner-rolls
mangalore style nurge gashie recipe spicy drumstick curry,"drumstick, jaggery, onion, salt, red chillies, coriander seeds, methi seeds , urad dal , whole black peppercorns, cumin seeds , tamarind paste, garlic, turmeric powder , fresh coconut,gingelly  oil, oil, mustard seeds , cumin seeds , urad dal , curry leaves, coriander leaves",https://www.archanaskitchen.com/mangalore-nurge-gashie-spicy-drumstick-curry-recipe
doi bhetki recipe   bengali style curd fish curry,"bhetki fish, curd , onions, green chilli, garlic, ginger, turmeric powder , cumin powder , coriander powder , red chilli powder, garam masala powder, black pepper powder, bay leaf , cloves , cardamom seeds, mustard oil, salt",https://www.archanaskitchen.com/doi-bhetki-recipe-curd-fish-curry
sri lankan dal recipe,"toor dal , mustard seeds , curry leaves, cinnamon stick , onion, methi seeds , whole black peppercorns, red chilli flakes, turmeric powder , coconut milk, salt",https://www.archanaskitchen.com/srilankan-dal-recipe
hyderabadi khatti dal recipe  hyderabadi tangy lentil curry,"toor dal , tomato, turmeric powder , red chilli powder, garlic, ginger, green chilli, tamarind water, oil, mustard seeds , cumin seeds , dry red chilli, curry leaves, garlic, coriander leaves",https://www.archanaskitchen.com/hyderabadi-khatti-dal-recipe-hyderabadi-tangy-lentil-curry
uttarakhand style black gram chainsoo recipe,"toor dal , coriander powder , cumin powder , red chilli powder, turmeric powder , whole black peppercorns, oil, water, dry red chilli, salt",https://www.archanaskitchen.com/uttarakhand-style-black-gram-chainsoo-recipe
chilli coriander fried rice recipe,"basmati rice, garlic, thai red chilli  birds eye chilli , green chilli, black pepper powder, soy sauce,carrot , cabbage , spring onion , coriander leaves, oil, salt",https://www.archanaskitchen.com/chilli-coriander-fried-rice
saag tofu recipe  tofu simmered in spiced mustard   spinach leaves,"tofu, spinach leaves , mustard greens, ginger, green chilli, tomato puree, garlic, cumin seeds , asafoetida , turmeric powder , garam masala powder, salt, makki ka atta  yellow corn meal flour , dry red chilli, oil, ghee, water",https://www.archanaskitchen.com/saag-tofu-recipe-tofu-simmered-in-spiced-mustard-spinach-leaves
creamy roasted pumpkin risotto recipe,"kaddu  parangikai  pumpkin , arborio rice, onion, garlic, vegetable stock, dry white wine, extra virgin olive oil, salt and pepper, sour cream, parsley leaves",https://www.archanaskitchen.com/creamy-roasted-pumpkin-risotto-recipe
goan kaju curry recipe  spicy goan cashew nut curry,"cashew nuts, tomato, green bell peppers , turmeric powder , oil, coriander leaves, salt, fresh coconut, onion, garlic, coriander seeds, byadagi dried chillies, whole black peppercorns, cumin seeds , cloves , tamarind",https://www.archanaskitchen.com/goan-kaju-curry-recipe-goan-style-cashew-gravy
sindhi karela bhaji recipe   sindhi style bitter gourd sabzi,"karela  bitter gourd  pavakkai , onions, tomatoes, curd , green chilli, ginger, garlic, cumin seeds , kashmiri red chilli powder, coriander powder , cardamom powder , turmeric powder ,  pomegranate seed powder , coriander leaves, oil, salt",https://www.archanaskitchen.com/sindhi-karelo-jo-bhaji-recipe-sindhi-style-bitter-gourd-sabzi
paleo balsamic mushrooms recipe,"mushrooms, butter  salted , onion, garlic, balsamic vinegar, salt, whole black peppercorns, spring onion greens",https://www.archanaskitchen.com/paleo-balsamic-mushrooms-recipe
mushroom caldine recipe   vegetarian goan mushroom curry,"mushrooms, coconut milk, onion, green chilli, garlic, ginger, salt, oil, fresh coconut, tamarind, cumin seeds , coriander seeds, dry red chilli, turmeric powder , water",https://www.archanaskitchen.com/mushroom-caldin-recipe
kathal masaledar sabzi recipe   jackfruit masala sabzi,"jackfruit , potatoes  aloo , onions, asafoetida , bay leaf , garlic, ginger, curd , cinnamon stick , black cardamom , coriander powder , cumin powder , garam masala powder, red chilli powder, tomato puree, mustard oil, salt, coriander leaves",https://www.archanaskitchen.com/kathal-masaledaar-recipe-raw-jackfruit-in-a-gravy
green beans salad recipe,"beans, dessicated coconut, oil, mustard seeds , cumin seeds , asafoetida , curry leaves, dry red chilli, salt, lemon juice, slivered almond  badam",https://www.archanaskitchen.com/green-beans-salad-recipe
moongachi usali  goan style sprouted green gram stir fry,"green moong sprouts, mustard seeds , cumin seeds , asafoetida , jaggery, turmeric powder , red chilli powder, green chilli, fresh coconut, oil",https://www.archanaskitchen.com/moongachi-usali-goan-style-sprouted-green-gram-stir-fry
restaurant style paneer butter masala recipe   paneer makhani recipe,"paneer , tomatoes, cashew nuts, butter  salted , cumin seeds , onion, ginger, garlic, green chilli, turmeric powder , cumin powder , coriander powder, kashmiri red chilli powder, garam masala powder, cardamom powder , fresh cream, butter  salted , ghee, salt, sugar, fenugreek leaves , fresh cream, coriander leaves",https://www.archanaskitchen.com/restaurant-style-paneer-butter-masala-recipe-paneer-makhani-recipe
hariyali machali recipe   carp fish in green spinach and coriander gravy,"carp fish, ginger, garlic, onion, tomato, dry red chilli, kashmiri red chilli powder, garam masala powder, cumin seeds , mustard oil, spinach, coriander leaves, green chilli, black pepper powder, salt",https://www.archanaskitchen.com/hariyali-machali-recipe-carp-fish-in-green-spinach-and-coriander-gravy
hummus flavoured with garlic recipe," white chickpeas , lemon juice, tahini, dark soy sauce, water, parsley leaves, salt, garlic",https://www.archanaskitchen.com/hummus-flavoured-with-garlic-recipe
poosanikai rasavangi recipe   ash gourd curry with dal,"vellai poosanikai  ash gourd white pumpkin , moong dal , bengal gram dal , tamarind, turmeric powder , mustard seeds ,  urad dal , curry leaves, oil, salt,  urad dal , bengal gram dal , coriander seeds, dry red chilli, fresh coconut",https://www.archanaskitchen.com/poosanikai-rasavangi-recipe-ash-gourd-curry-with-dal
goan lady fish curry recipe   muddoshi hooman,"lady fish, fresh coconut, tamarind, turmeric powder , mooli  mullangi  radish , dry red chilli, whole black peppercorns, coriander seeds, onion, oil, turmeric powder , red chilli powder, salt",https://www.archanaskitchen.com/goan-lady-fish-curry-recipe-muddoshi-hooman
baked cheesy pasta with garlic   crunchy peanuts recipe,"spirali pasta, garlic, extra virgin olive oil, roasted peanuts  moongphali , italian seasoning, salt and pepper, cheddar cheese, bechamel sauce",https://www.archanaskitchen.com/baked-cheesy-pasta-with-garlic-and-crunchy-peanuts
pahadi aloo ke gutke recipe   authentic uttarakhand aloo gutuk,"potatoes  aloo , mustard oil, cumin seeds , mustard seeds , fennel seeds , asafoetida , red chilli powder, turmeric powder , coriander powder , dry red chilli, salt, coriander leaves",https://www.archanaskitchen.com/uttarakhand-aloo-ke-gutke-recipe
italian style broccoli and cauliflower soup recipe,"carrot , broccoli, cauliflower  , onion, tomato, garlic, vegetable stock, black pepper powder, red chilli flakes, italian seasoning, paprika powder, salt, extra virgin olive oil, cheese, coriander leaves",https://www.archanaskitchen.com/italian-style-broccoli-and-cauliflower-soup-recipe
north indian chawli ki sabzi recipe   yard long beans   barbati   karamani,"green chawli beans  yard long beans karamani barbati , carom seeds , garlic, tomatoes, red chilli powder, turmeric powder , garam masala powder, coriander powder , dry mango powder , jaggery, salt, mustard oil",https://www.archanaskitchen.com/north-indian-style-chawli-ki-sabzi-recipe-long-beans-and-black-eyed-beans-dry
easy tomato and cheese mini pizza recipe,"all purpose flour , sugar, salt, active dry yeast, extra virgin olive oil, lukewarm water, cherry tomatoes, garlic, mozzarella cheese, onion, extra virgin olive oil, salt",https://www.archanaskitchen.com/easy-tomato-and-cheese-mini-pizza-recipe
padipe saasmi recipe   udupi style amaranth leaves curry with coconut   tamarind,"red amaranth leaves, fresh coconut, dry red chilli, green chilli, mustard seeds , cumin seeds , tamarind, salt, oil, oil, mustard seeds , dry red chilli,  urad dal , curry leaves",https://www.archanaskitchen.com/padipe-saasmi-recipe-udupi-style-amaranth-leaves-curry-with-coconut-tamarind
chilli chicken cheese quesadilla recipe,"tortillas, mozzarella cheese, butter  salted , chicken breasts, green bell peppers , spring onion , garlic, ginger, green chilli, corn flour, soy sauce, tomato ketchup, sweet and spicy red chilli sauce  tomato chilli sauce , oil, salt",https://www.archanaskitchen.com/chilli-chicken-cheese-quesadilla-recipe
chicken bharta recipe   dhaba style chicken masala,"chicken breasts, onion, ginger garlic paste, tomatoes, green chilli, oil, cardamom seeds, cloves , bay leaf , cinnamon stick , black cardamom , cumin powder , coriander powder , kashmiri red chilli powder, turmeric powder , garam masala powder, salt, sugar, cashew nuts, curd , fresh cream, butter  salted , fenugreek leaves , kewra essence, coriander leaves, whole egg",https://www.archanaskitchen.com/chicken-bharta-recipe
goan vegetable curry recipe,"mixed vegetables, onion, salt, turmeric powder , green chilli, coconut oil, fresh coconut, kashmiri dry red chilli, whole black peppercorns, onion, garlic, coriander seeds, cumin seeds , tamarind",https://www.archanaskitchen.com/goan-vegetable-curry-recipe
charred corn and radish salad recipe,"corn cob, mooli  mullangi  radish , spring onion greens, extra virgin olive oil, lemon, salt, whole black peppercorns, dijon mustard, coriander leaves",https://www.archanaskitchen.com/charred-corn-and-radish-salad
maharashtrian aloo bhujne recipe   potato stir fry,"potato , onions, mustard seeds , green chilli, turmeric powder , ginger garlic paste, salt, oil, oil, wheat germ, bengal gram dal , methi seeds , whole black peppercorns, coriander seeds, dry red chilli, cumin seeds , mustard seeds , turmeric powder , asafoetida",https://www.archanaskitchen.com/potato-bhujne
savory carrot olive spinach sandwich spread recipe,"carrot , pimiento stuffed green olives, spinach leaves , walnuts, garlic, chia seeds, dried basil leaves, black pepper powder, britannia cream cheese, salt, extra virgin olive oil",https://www.archanaskitchen.com/savory-carrot-olive-spinach-sandwich-spread-recipe
